,name,id
173,GUBBHOGEN,SN223000
1904,GUDRUNFELTET,SN77041
663,GULLFAKS C,SN76923
1186,GULLFJELLET,SN50865
1470,GULLHOLMEN,SN17280
1757,GULLINGEN SKISENTER,SN46220
721,GULSVIK II,SN24710
1792,GUNNARN,SN212800
1222,GUNNARN,SN212600
1183,GVARV - NES,SN32060
479,GVARV - NES BIOFORSK,SN32061
236,HAFSLO,SN55550
1443,HAFSÅS,SN63530
1284,HAILUOTO MARJANIEMI,SN287300
1092,HAKADAL JERNBANESTASJON,SN4460
1735,HAKAVIK,SN26670
1163,HALDEN,SN1230
877,HALLHAXASEN,SN223600
417,HALMSTAD,SN261845
1262,HALTEN FYR,SN71850
710,HAMAR - STAVSBERG,SN12320
680,HAMAR II,SN12290
1240,HAMBURG-FUHLSBUETTEL,SN1014700
1885,HAMMARLAND MARKET,SN299300
777,HAMMER ODDE FYR,SN619300
1708,HAMMERDAL D,SN223620
922,HAMMERFEST LUFTHAVN,SN94280
1487,HAMRA,SN232900
1610,HANKO RUSSARO,SN298200
920,HANKO TVARMINNE,SN275000
89,HANNOVER,SN1033800
1710,HANO,SN262800
1481,HANSBU,SN31680
1361,HAPARANDA,SN219700
1413,HARADS D,SN217430
1692,HARSTAD STADION,SN87640
713,HARSTENA,SN256300
683,HASTVEDA,SN262900
938,HASVIK - SLUSKFJELLET,SN93000
330,HASVIK LUFTHAVN,SN92750
1326,HATLESTRAND,SN50150
1540,HATTSJÖBÄCKEN D,SN226530
156,HAUGESUND LUFTHAVN,SN47260
1050,HAUKEDAL,SN56960
1152,HAUKELISETER TESTFELT,SN33950
1713,HEATHROW,SN377200
926,HEDAL I VALDRES II,SN22730
1732,HEDEVIKEN,SN232520
210,HEDRUM,SN27800
624,HEGGERISET - NORDSTRAND,SN420
1204,HEIDRUN,SN76928
643,HEIMDAL,SN76932
1196,HEKKINGEN FYR,SN88690
134,HEL,SN1213500
434,HELLAND I GJESDAL,SN44520
1201,HELLIGVÆR II,SN82410
718,HELSINGBORG,SN261100
1302,HEMAVAN,SN210100
727,HEMAVAN,SN210400
478,HEMAVAN D,SN211040
1504,HEMAVAN-GIEREVARTO,SN210300
1826,HEMLING,SN226500
569,HEMNE - LENES,SN65230
1942,HEMSEDAL - HOLLEKOLTEN,SN25112
1751,HEMSEDAL - HØLTO,SN25100
933,HEMSEDAL II,SN25110
1573,HEMSEDAL SKISENTER,SN25115
1888,HERAKLEION (AIRPORT),SN1675400
804,HITRA - SANDSTAD II,SN65451
1842,HJARTDAL,SN31850
838,HJARTÅSEN,SN79764
504,HJELMELAND,SN45770
1179,HJELMSØYBANKEN,SN20926
1401,HJERKINN II,SN9310
77,HOBURG,SN268000
1156,HOBURG A,SN267900
1678,HOKKSUND,SN26820
379,HOKKSUND - LOE,SN26810
240,HOLMFORS D,SN227190
294,HOLMON,SN228700
841,HOLMÖN D,SN228490
206,HONNEGRASNUTEN,SN33300
1499,HONNINGSVÅG LUFTHAVN,SN94680
1002,HOPEN,SN99720
1849,HORBY,SN262300
41,HORN,SN255700
1769,HORNINDAL,SN58960
207,HORNSUND,SN99754
1720,HORTA/CASTELO BRANCO (ACORES),SN850500
1007,HORTEN - NYKIRKE,SN27120
1618,HORTEN - SKOPPUM,SN27161
82,HORTEN II,SN27160
1615,HOTING,SN224200
880,HOVDEN - LUNDANE,SN40880
1402,HOVLANDSDAL,SN56520
1884,HUBEHYTTA,SN98645
1493,HUD,SN250700
604,HUDIKSVALL,SN234720
784,HULDRAFELTET,SN76962
338,HUNDSEID I VIKEDAL,SN46850
9,HUNGE,SN233100
711,HURBANOVO,SN1185800
763,HURUM RADAR,SN19820
391,HUSNES,SN48450
549,HUSTADVATN,SN62700
970,HUSØY,SN88640
36,HVALER - BREKKE,SN1070
597,HYNNEKLEIV,SN38730
1964,Hedmark fylke,GF4
1972,Hordaland fylke,GF12
1420,HÄRNÖSAND,SN236100
1766,HÄRSNÄS,SN255210
1873,HÅKAFOT D,SN221990
1501,HÅSJØEN - SOLGLØTT,SN10300
1260,HÖGLAND D,SN224515
1724,HØIDALEN I SOLUM,SN32780
1251,HØNEFOSS - HVERVEN,SN20280
1332,HØNEFOSS - HØYBY,SN20301
153,HØVRINGEN II,SN16271
600,HØYANGER VERK,SN56010
349,HØYDALSMO II,SN32890
1611,HØYHOLM,SN76470
1552,IASI,SN1509000
1291,IBIZA/ES CODOLA,SN837300
1663,IGSI I HOBØL,SN3780
1145,ILOMANTSI MEKRIJARVI,SN293900
201,ILSENG,SN12180
1889,IMS,SN44760
985,INARI IVALO AIRPORT,SN280700
280,INARI NELLIM,SN283500
1740,INKOO BAGASKAR,SN298400
843,INNERDALEN,SN64700
704,INNVIK - HEGGDAL,SN58390
775,"IQALUIT A, NU",SN7190900
235,ISFJORD RADIO,SN99790
1368,ISKORAS II,SN97710
320,ISPARTA,SN1724000
1590,ISTAD KRAFTSTASJON,SN62160
1780,ISTANBUL/ATATURK,SN1706000
1619,ISTJØRNDALEN,SN99770
660,ITASMOBAWS1,SN76914
466,Ivano-Frankivsk,SN3352600
1289,JAN MAYEN,SN99950
1495,JANSSONHAUGEN,SN99875
1952,JANSSONHAUGEN VEST,SN99874
332,JELENIA GORA,SN1250000
515,JESSHEIM,SN4715
1132,JOHAN HJORT,SN77006
1347,JOHAN SVERDRUP,SN20929
220,JOKIOINEN OBSERVATORY,SN296300
1469,JOKKMOKK FPL,SN215100
785,JOMALA JOMALABY,SN274100
758,JOMFRULAND,SN34130
69,JONKOPING/AXAMO,SN255000
360,JORDALEN - NÅSEN,SN53160
427,JOSTEDALEN - MJØLVERSGRENDI,SN55430
901,JUNSELE,SN224300
172,JUNSELE,SN224400
1071,JUVFLYE - MIMISBRUNNR KLIMAPARK,SN15262
1954,JUVVASSHØE,SN15270
894,JYVASKYLA AIRPORT,SN293500
1464,JÄCKVIK,SN212310
1830,JÄRVSÖ,SN234730
830,JÖRN D,SN227180
1164,JØLSTER - KVAMSFJELLET,SN57340
988,JØSSINGFJORD,SN43090
1315,KAFFIØYRA,SN99890
1850,KAJAANI AIRPORT,SN289700
1237,KALAJOKI ULKOKALLA,SN290700
1177,KALEVALA,SN2240800
956,KALMAR,SN267000
1161,KALVTRÄSK D,SN228280
541,KANGOS D,SN207290
528,KANKAANPAA NIINISALO PUOLVOIM,SN294200
1463,KANSTADBOTN,SN85080
1453,KAPPFJELLET,SN77490
239,KARASJOK - MARKANNJARGA,SN97251
1795,KARESUANDO,SN208000
965,KARESUANDO,SN208100
1426,KARL XII-ØYA,SN99935
1024,KARLSHAMN,SN262810
1700,KARLSKRONA-SODERSTJERNA,SN266700
1548,KARLSTAD FLYGPLATS,SN241800
960,KARMSUND DYREHOSPITAL,SN47172
1685,KARMØY - BREKKEVANN,SN47240
1433,KARMØY - HARALDSVIK,SN47264
1336,KARMØY - HYDRO,SN47270
571,KARMØY - STORASUND,SN47262
1399,KATTERAT,SN84880
259,KATTERJAKK,SN202000
1023,KATTERJAKK A,SN201900
83,KAUHAVA AIRFIELD,SN291300
963,KAUTOKEINO,SN93700
197,KEFLAVIKURFLUGVOLLUR,SN401800
689,KEMI AJOS,SN286200
1907,KEMI I LIGHTHOUSE,SN286300
1119,KIELCE-SUKOW,SN1257000
81,KILAFORS D,SN244090
1867,KILSBERGEN-SUTTARBODA,SN245200
610,KINDSJÖN D,SN241090
169,KINLOSS,SN306600
1028,KIRKENES LUFTHAVN,SN99370
328,KIRKENES LUFTHAVN - HØYDE 212,SN99380
603,KISE PA HEDMARK,SN12550
1550,KISTEFJELL,SN89010
651,KITTELFJÄLL D,SN211025
753,KJELLER,SN4200
783,KJERRINGØY - STRANDÅ,SN82560
1288,KJEVIK,SN39040
1123,KLAUVA,SN99884
312,KLEINE BROGEL,SN647900
337,KLEVAVATNET,SN53480
644,KLODZKO,SN1252000
544,KLUKSDAL,SN69420
887,KLÆBU II,SN68262
76,KLÖVERTRÄSK D,SN217390
102,KLØFTA,SN4390
454,KOEBENHAVNS LUFTHAVN,SN618000
592,KOELN/BONN,SN1051300
288,KOKAR BOGSKAR,SN297900
1661,KOKSIJDE,SN640000
705,KOLER D,SN217380
570,KOLOBRZEG,SN1210000
1811,KOMMAGDALEN,SN98642
419,KONGSBERG BRANNSTASJON,SN28380
856,KONGSMARKA,SN85470
1486,KONGSVINGER,SN5590
1444,KONGSØYA,SN99740
483,KONNERUD,SN27010
1621,KORGÅSEN,SN96890
423,KORSVATTNET,SN222100
426,KOSICE,SN1196800
842,KOSTA (ORREFORS),SN266100
751,KOTKA HAAPASAARI,SN296700
825,KOTKA RANKKI,SN297600
367,KOTSØY,SN67560
1512,KRANGEDE,SN224700
1582,KRISTIANSAND - BRÅVANN,SN39201
1503,KRISTIANSAND - FIDJEÅSEN,SN39010
969,KRISTIANSAND - HOLDALSNUTEN,SN39160
93,KRISTIANSAND - HÅNES,SN39030
442,KRISTIANSAND - KVADRATUREN,SN39200
1730,KRISTIANSAND - SØMSKLEIVA,SN39150
1682,KRISTIANSAND BRANNSTASJON,SN39165
1263,KRISTIANSTAD,SN265220
630,KRISTIANSUND - KARIHOLA,SN64300
1065,KRISTIANSUND ELVERK,SN64320
441,KRISTIANSUND LUFTHAVN,SN64330
393,KRISTINEHAMN,SN241820
28,KRISTINFELTET,SN76963
195,KROKSTADELVA - LANGELØKKA,SN26840
1669,KRONPRINS HAAKON,SN77035
605,KROPPEFJALL-GRANAN,SN254000
1250,KRÅKENES,SN59110
943,KUGGOREN,SN235500
1657,KUMLINGE KK,SN279000
1320,KUSMARK D,SN217690
1353,KUSTAVI ISOKARI,SN296400
581,KUUSAMO AIRPORT,SN286900
642,KV4339 BLINDHEIM,SN50770
1430,KV4821 NIPEDALEN,SN50527
63,KV5738 NATTLANDSFJELLET,SN50505
8,KVADEHUKEN II,SN99895
952,KVALØYSLETTA,SN90560
119,KVAM - AKSNESET,SN50110
489,KVAMSKOGEN - JONSHØGDI,SN50310
1009,KVAMSØY,SN50070
1587,KVIKKJOKK ARRENJARKA,SN211900
558,KVIKKJOKK-ARRENJARKA,SN212000
327,KVIKKJOKK-ÅRRENJARKA,SN211905
1140,KVIKNE I ØSTERDAL,SN66850
1342,KVINESHEI - SØRHELLE,SN41860
1840,KVITEBJØRNFELTET,SN76969
881,KVITESEID - MOEN,SN32850
640,KVITFJELL,SN13160
779,KVITFOSSEN I VÅGAN,SN85440
840,KVITHAMAR,SN69150
438,KVITSØY - NORDBØ,SN44610
1104,KVITØYA,SN99938
885,KYPÄSJÄRVI D,SN218190
182,KYRKTÅSJÖ D,SN223090
1684,KYTHIRA,SN1674300
1115,Kyiv,SN3334500
277,KÄLLSJÖ,SN253920
1912,KÄRNA,SN251310
1089,LA CORUNA,SN800100
632,LADE,SN68050
587,LAHTI LAUNE,SN296500
212,LAKSFORS,SN77280
1283,LAMPEDUSA,SN1649000
1057,LANDSORT,SN256700
1068,LANDVIK,SN38140
546,LANGANGEN,SN30249
1497,LANGFJORDJØKELEN,SN92500
611,LAPPEENRANTA AIRPORT,SN295800
746,LAPPEENRANTA HIEKKAPAKKA,SN291900
199,LAPPSÆTRA,SN79720
899,LARISSA (AIRPORT),SN1664800
1053,LARVIK,SN30000
297,LAS PALMAS DE GRAN CANARIA/GANDO,SN6003000
1592,LAUDAL - KLEIVEN,SN41175
1209,LAVIK,SN56320
617,LE BOURGET,SN715000
356,LEBERGSFJELLET,SN60810
1796,LEBESBY - KARLMYHR,SN96220
855,LEEMING,SN325700
518,LEINSTRAND,SN67150
1298,LEIRFJORD,SN78250
1384,LEIRFLATEN,SN14200
568,LEKNES LUFTHAVN,SN85560
620,LEKNES NORD,SN85545
237,LEKSAND,SN244120
606,LEKSVIK - MYRAN,SN71280
1567,LEMLAND NYHAMN,SN298000
298,LENANGSSTRAUMEN,SN91180
1343,LERWICK,SN300500
998,LETAFORS D,SN241080
1834,LEUCHARS,SN317100
754,LEVANGER II,SN69865
200,LI BRU,SN8780
1788,LIAFOSS,SN75100
1051,LIARVATN,SN45530
78,LIDA,SN2683200
1109,LIEPAJA,SN2640600
543,LIER,SN19940
1155,LIER - SJÅSTAD,SN19945
602,LIERSKOGEN - HEIA,SN19925
386,LIFJELL - ØYSTEINNATTEN,SN32220
810,LILLE-LESQUIN,SN701500
1378,LILLEHAMMER - BJØRNERUD,SN12980
1743,LILLEHAMMER - NORDSETERVEGEN HØYDEBASSENG,SN12710
1301,LILLEHAMMER - RÅDHUSET,SN12648
118,LILLEHAMMER - SÆTHERENGEN,SN12680
494,LILLEHAMMER - VÅRSÆTERGRENDA,SN12700
12,LIMOGES-BELLEGARDE,SN743400
11,LINDENBERG,SN1039300
1783,LINDESNES FYR,SN41770
1522,LINGE,SN60650
1488,LINKOPING/MALMSLATT,SN256200
1296,LINNES,SN60
152,LIPERI JOENSUU AIRPORT,SN292900
929,LISBOA/GAGO COUTINHO,SN857900
757,LISTA FYR,SN42160
813,LITLEDAL,SN47600
782,LJOSLAND - MONEN,SN41550
1091,LJUBLJANA/BEZIGRAD,SN1401500
1637,LJUSNEDAL,SN230310
285,LOBONÄS D,SN232980
996,LODZ-LUBLINEK,SN1246500
377,LOGRONO/AGONCILLO,SN808400
828,LOM,SN1551100
681,LONGYEARDALEN - VALLEY BOTTOM,SN99855
1518,LOSISTUA,SN84210
1022,LOVIISA ORRENGRUND,SN299200
724,LUBLIN RADAWIEC,SN1249500
760,LULEA-KALLAX (2186-0),SN218600
1063,LUND,SN263100
1236,"LUND, SOL",SN263300
803,LUNNER,SN20520
1565,LUQA,SN1659700
1120,LURØY,SN80200
1138,LUXEMBOURG/LUXEMBOURG,SN659000
203,LUXEUIL,SN729200
1101,LYCKSELE,SN226100
950,LYNGDAL,SN41825
457,LYNGEN - GJERDELVDALEN,SN91120
1649,LYNGEN - GJERDVASSBU,SN91130
147,LYNGEN - URA,SN91150
795,LYNGSEIDET V,SN91245
1879,LYNGØR FYR,SN35860
1427,LYSEBOTN,SN45350
1379,LYSEKIL D,SN250590
1077,Lviv,SN3339300
1494,LÄNNÄS,SN226010
1429,LÅNGAN D,SN223190
1015,LÅNGTRÄSK D,SN214990
1124,LÆRDAL IV,SN54110
1809,LÖTEN D,SN241070
1672,LÖVBERGA D,SN224290
94,LØKEN I VOLBU,SN23500
1574,LØKSMYR,SN68270
1744,LØNSDAL STASJON,SN81775
1111,LØRENSKOG - HANEBORG,SN4110
399,MADRID/BARAJAS,SN822100
1717,MAGDEBURG,SN1036100
1043,MAJAVATN V,SN77425
1797,MAKKAUR FYR,SN98400
33,MALAGA/AEROPUERTO,SN848200
550,MALANGEN - PÅLFINNMOEN,SN90100
139,MALEXANDER,SN255200
861,MALILLA,SN256500
1467,MALIN HEAD,SN398000
1871,MALKÄLEN D,SN228270
1405,MALMO,SN263500
625,MALUNG,SN241000
1193,MALUNG A,SN240700
463,MALÅ,SN214710
324,MANDAL III,SN41090
578,MANNDALEN - VADDJA,SN91251
1397,MANNDALEN II,SN91510
946,MANNEN,SN61410
1643,MANNHEIM,SN1072900
181,MARBY D,SN231990
1270,MARIDALSOSET,SN18450
627,MARIGNANE,SN765000
1349,MARISTOVA,SN54600
292,MARKARYD,SN262910
1902,MARKUSVINSA,SN218410
693,MARSTEIN,SN61420
1432,MASESKAR,SN250500
1468,MAUDAL,SN43810
1395,MEHAMN LUFTHAVN,SN96310
309,MEININGEN,SN1054800
228,MELSOM,SN27450
1086,MERÅKER - VARDETUN,SN69380
378,MESSINA,SN1642000
890,MESTAD I ODDERNES,SN39220
1502,MIDTBOTN,SN47910
884,MIDTSTOVA,SN53530
1748,MIERKENIS,SN212100
416,MIKKELI AIRPORT,SN294700
365,MINNESUND JERNBANESTASJON,SN11450
131,MISKOLC,SN1277200
1313,MITTARFIK KANGERLUSSUAQ (SDR. STROEMFJORD LUFTHAVN),SN423100
137,MJØLFJELL UH,SN51800
1532,MJØNDALEN - ORKIDEHØGDA,SN26790
1695,MJØNDALEN - ÅSEN,SN26802
397,MO I RANA LUFTHAVN,SN79600
876,MODALEN III,SN52310
670,MOGEN,SN31660
1060,MOGILEV,SN2686300
1184,MOLDE - HINDALSRØRA,SN62295
594,MOLDE - NØISOMHED,SN62290
1845,MOLDE - NØISOMHED PLU,SN62291
163,MOLDE LUFTHAVN,SN62270
762,MONTELIMAR,SN757700
1711,MORTENHALSSKOLTEN,SN90110
798,MOSJØEN - SMALMOÅSEN,SN77240
1547,MOSJØEN LUFTHAVN,SN77230
737,MOSKVA VDNH,SN2761200
1039,MOSS BRANNSTASJON,SN17251
1880,MOSVIK - TRØAHAUGEN,SN71200
1936,MOZYR,SN3303600
1151,MS COLOR FANTASY,SN77042
540,MS NORDBJØRN,SN77037
331,MUENSTER/OSNABRUECK,SN1031500
1933,MULTRÅ D,SN226090
788,MUONIO ALAMUONIO,SN282300
1133,MUREN,SN19470
786,MURJEK D,SN216115
637,MUSTASAARI VALASSAARET,SN291000
1034,MYKEN,SN80610
1693,MYKLAND,SN38600
1654,MYKLEBUST I BREIM,SN58320
7,MYKLEBUSTFJELLET,SN57790
1802,MYRKDALEN-ONDRAHAUGEN,SN51980
1045,MYRKDALEN-VETLEBOTN,SN51990
116,MYTILINI (AIRPORT),SN1666700
563,Mohyliv-Podilskyi,SN3366300
1715,MÅR - SYNKEN,SN31210
1803,MÅSVIK,SN90720
1841,MÆRE III,SN70680
1648,MØSSTRAND II,SN31620
561,MØSVASSDAMMEN,SN31550
1974,Møre og Romsdal fylke,GF15
958,NADDERUD,SN19458
1956,NAGYKANIZSA,SN1292500
1534,NAIMAKKA,SN205500
1037,NAMSOS LUFTHAVN,SN72580
1553,NAMSSKOGAN,SN74350
1955,NAMSVATN II,SN74780
422,NANCY-ESSEY,SN718000
656,NARVIK - FAGERNESFJELLET,SN84630
1031,NARVIK - STASJONSVN.,SN84710
1040,NARVIK SENTRUM,SN84701
669,NEDRE SASSENDALEN,SN99882
1855,NELAUG,SN36560
448,NESBYEN - TODOKK,SN24890
1072,NESODDEN - TANGENÅSEN,SN17810
1707,NICE,SN769000
230,NIDINGEN,SN251800
1185,NIKELʼ,SN2200400
376,NIKKALUOKTA,SN203600
1166,NIMES-COURBESSAC,SN764500
1235,NJORD A,SN76964
1114,NJØS,SN55770
593,NORA-ÖSTANÖ D,SN226080
700,NORD-LENANGEN II,SN91200
27,NORD-ODAL,SN5350
1609,NORDANBÄCK D,SN228480
765,NORDDAL,SN60400
1173,NORDERNEY,SN1011300
79,NORDFJORDEID,SN58750
234,NORDFJORDEID - NYMARK,SN58780
1893,NORDKOSTER,SN250000
517,NORDLI - SANDVIKA,SN73466
1044,NORDNESFJELLET - JETTANII,SN91502
1798,NORDREISA - GALSOMELEN,SN91770
1113,NORDSTRAND,SN18160
1577,NORDSTRAUM I KVÆNANGEN,SN92350
387,NORDØYAN FYR,SN75410
192,NORHEIM,SN47170
229,NORNE,SN76930
1030,NORRKOPING,SN257400
623,NOTODDEN,SN30530
428,NOTODDEN LUFTHAVN,SN30650
1647,NUERNBERG,SN1076300
932,NUVSVÅG,SN92650
1928,NY-ÅLESUND,SN99910
1099,NY-ÅLESUND - RABBEN FLYPLASS,SN99902
1392,NYRUD,SN99540
1992,Nedbørregion Dovre/Nord-Østerdal,NR7
1997,Nedbørregion Finnmarksvidda,NR12
1996,Nedbørregion Hålogaland,NR11
1994,Nedbørregion Inntrøndelag,NR9
1993,Nedbørregion Møre og Romsdal,NR8
1991,Nedbørregion Sogn,NR6
1990,Nedbørregion Sunnhordland,NR5
1989,Nedbørregion Sør-Vestlandet,NR4
1988,Nedbørregion Sørlandet,NR3
1995,Nedbørregion Trøndelag/Helgeland,NR10
1998,Nedbørregion Varanger,NR13
1986,Nedbørregion Østfold,NR1
1987,Nedbørregion Østlandet,NR2
1976,Nord-Trøndelag fylke,GF17
1977,Nordland fylke,GF18
1411,NØTTERØY - BORGHEIM,SN27460
1437,NØTTERØY - FØYNLAND,SN27400
1584,NØTTERØY - KNARRBERG,SN27403
1742,NØTTERØY - TENVIK,SN27433
1755,NØTTERØY - TORØD,SN27406
253,NØTTERØY - VESTSKOGEN,SN27435
707,OBRESTAD FYR,SN44080
1525,ODDA - JORDAL,SN49220
821,ODENSE LUFTHAVN,SN612000
29,OKSFJORD,SN92170
1108,OKSØY FYR,SN39100
1461,OLANDS SODRA UDDE,SN264400
780,OLDEDALEN,SN58480
75,OLDEN D,SN222190
403,OLDERFJORD,SN94870
233,OLDERVIK,SN90980
1599,OLSTAPPEN,SN13640
245,OLSZTYN,SN1227200
1551,ONA II,SN62480
725,ONSØY - EVJA,SN17030
1247,ONSØY - ØYENKILEN,SN17005
1128,OPPDAL - MAURHAUGEN,SN66760
537,OPPDAL - SÆTER,SN63705
585,OPSTVEIT,SN47890
1478,OREBRO,SN243200
1093,ORKDAL - THAMSHAMN,SN66150
1382,ORLY,SN714900
1865,ORMEN LANGE,SN76933
1831,ORNSKOLDSVIK,SN226700
26,ORTNEVIK,SN52990
1556,OSBY,SN262920
49,OSEBERG A,SN76927
467,OSEBERG C,SN76965
1346,OSEBERG SØR,SN76967
283,OSKARSHAMN,SN256540
211,OSLO - AMMERUD,SN18245
679,OSLO - BESSERUD,SN18920
1431,OSLO - BJØLSEN,SN18390
14,OSLO - BLINDERN,SN18700
1264,OSLO - BLINDERN PLU,SN18701
1785,OSLO - BLINDERN TESTFELT,SN18703
389,OSLO - BROBEKK,SN18215
1106,OSLO - DISEN,SN18420
148,OSLO - ELVEBAKKEN,SN18317
863,OSLO - FURUSET,SN18235
6,OSLO - HAUGENSTUA,SN18269
1738,OSLO - HOVIN,SN18210
22,OSLO - HØYBRÅTEN,SN18260
1546,OSLO - HØYENHALL,SN18195
1703,OSLO - KJELSÅS,SN18440
1659,OSLO - KVÆRNERBYEN,SN18162
511,OSLO - LAMBERTSETER,SN18020
533,OSLO - LILLEAKER,SN18980
1529,OSLO - LJABRUVEIEN,SN17980
1261,OSLO - LYSAKER,SN18970
752,OSLO - LØREN,SN18205
433,OSLO - NYLAND,SN18233
1756,OSLO - RYEN,SN18165
1244,OSLO - SANDAKER,SN18405
1178,OSLO - SOFIENBERG,SN18315
738,OSLO - SOLLI PLASS,SN18645
1688,OSLO - TONSENHAGEN,SN18225
1579,OSLO - TRASOP,SN18180
584,OSLO - TØYEN,SN18310
1667,OSLO - VESTLI,SN18270
364,OSLO - ØSTENSJØ,SN18170
1836,OSTERSUND FROSON,SN222600
1081,OSTRAVA/MOSNOV,SN1178200
687,OTTA - SKANSEN,SN16040
1305,OTTERØY,SN75020
1335,OULU AIRPORT,SN287500
103,OVERHALLA - SKOGMO,SN72710
165,OVERHALLA - UNNSET,SN72650
1965,Oppland fylke,GF5
1963,Oslo fylke,GF3
87,PADUN,SN2210600
696,PAHAROVA,SN218400
647,PAJALA,SN209500
126,PALMA DE MALLORCA/SON SAN JUAN,SN830600
824,PANTELLERIA,SN1647000
421,PARAINEN UTO,SN298100
1594,PARAKKA,SN206490
1013,PASVIK - SVANVIK,SN99460
1441,PAYERNE (6610-0),SN661000
1517,PERPIGNAN,SN774700
101,PERUGIA S. EGIDIO (16181-0),SN1618100
891,PESCARA,SN1623000
507,PETROZAVODSK,SN2282000
739,PIACENZA S. DAMIANO,SN1608400
514,PIESTANY,SN1182600
111,PIETARSAARI KALLAN,SN292000
1953,PISA S. GIUSTO,SN1615800
1629,PITEÅ,SN217310
772,PLASSEN,SN100
873,PLATÅBERGET III,SN99843
1304,"PLYMOUTH, MOUNT BATTEN",SN382700
1213,POLARBJØRN,SN77000
589,POLARSTERN,SN20930
265,POLMAK TOLLSTED,SN96931
1041,PONZA,SN1628000
100,POPRAD/TATRY,SN1193400
1906,PORI AIRPORT,SN295200
340,PORSGRUNN,SN30261
1680,PORSGRUNN - HERØYA,SN30256
271,PORSGRUNN - KJØLNES,SN30270
424,PORSGRUNN - ÅS,SN30255
96,PORTALEGRE,SN857100
1816,PORVOO EMASALO,SN299100
1095,PORVOO KALLBADAGRUND,SN298700
1869,POSTMYR I DRANGEDAL,SN34900
1067,POZNAN-LAWICA,SN1233000
469,PRAHA/RUZYNE,SN1151800
1356,PRESTSTULEN,SN14550
1167,PRIBYSLAV,SN1165900
1616,PRZEMYSL,SN1269500
907,PSKOV,SN2625800
1243,PUDASJARVI AIRFIELD,SN286600
1281,PV98851 SKJELTENE,SN61030
187,PYRAMIDEN,SN99880
80,RAGNAROKK,SN98648
1328,RAKKESTAD,SN3290
151,RAKKESTAD - SANDER,SN3280
1846,RAMNES - BERG,SN27301
542,RAMNES - KILE VESTRE,SN27315
1287,RAMNICU VALCEA,SN1534600
1911,RANHEIM,SN69020
1458,RAULAND,SN33250
986,REBBENESØY - GRÅHAUGEN,SN90721
1373,REBOLY,SN2260200
1524,REFVIK,SN59250
372,REGENSBURG,SN1077600
744,REIMS-COURCY,SN707000
176,REINDALSPASSET,SN99763
1066,REINHAUGEN,SN98978
1329,REINLI,SN22840
31,REIPÅ,SN80740
1318,REKDAL,SN61060
1515,RENA - ØRNHAUGEN,SN7420
1162,RENA FLYPLASS,SN7950
823,RENNEBU - RAMSTAD,SN66620
250,RENNES-SAINT JACQUES,SN713000
487,RENSJON,SN203100
1285,REPVÅG,SN94800
1824,REVETAL,SN27316
1636,REYKJAVIK,SN403000
459,RHODES (AIRPORT),SN1674900
1229,RIGA LU,SN2642200
1014,RIHPOJAVRI,SN91430
1734,RIMINI,SN1614900
105,RISNES I FJOTLAND,SN42520
1662,RISSA III,SN71320
1937,RISØR BRANNSTASJON,SN35340
306,RITSEM,SN201300
1909,RJUKAN,SN31410
1021,ROALDSHORNET,SN60190
1255,RODKALLEN,SN218800
688,ROGNSUNDET,SN94230
583,ROISSY,SN715700
942,ROLVSØY - ELVENESVEIEN,SN3120
415,ROMA/FIUMICINO,SN1624200
359,RONNEBY-BREDAKRA,SN266400
1859,ROPARUDDEN,SN213000
954,ROSENDAL,SN48500
895,ROSIORII DE VEDE,SN1547000
1181,ROSS RIG,SN76946
1299,ROSSLARE,SN395700
491,ROTVÆR,SN85040
1606,ROUEN-BOOS,SN703700
1652,ROVANIEMI AIRPORT,SN284500
582,ROVERUD,SN5660
1112,RUSKSELE D,SN226190
488,RV 15 MÅLØYBRUA,SN59210
591,RV13 BOTNEN,SN46410
435,RV13 EIANE,SN46090
1917,RV13 JØRPELAND,SN45460
23,RV13 LÅTEFOSS ,SN49240
1853,RV13 SVELGANE,SN51597
851,RV13 VIKAFJELL,SN53010
318,RV13 ÅRDAL,SN45675
1025,RV15 BREIDALEN,SN15950
299,RV15 BREIDALEN II,SN15951
99,RV15 EIDEFOSSEN,SN14420
1658,RV15 FOSNES,SN58670
930,RV15 LOM,SN15050
1146,RV15 MARKANE,SN58910
1513,RV15 SKJERDINGSDALEN,SN58703
104,RV15 STRYNEFJELL-KVITENOVA,SN58705
1531,RV15 TOTLAND,SN58990
1938,RV150 AKER SYKEHUS,SN18410
1142,RV2 FØTTASKJÆRET,SN5680
1325,RV2 HASLEMOSLETTA,SN6170
931,RV2 SIGERNESSJØEN,SN5495
1217,RV2 SORMA,SN6580
665,RV2 UVESUND BRU,SN4960
635,RV22 GAUTESTAD,SN1380
1417,RV22 KROKEDAL,SN3990
1436,RV25 MIDTSKOGBERGET,SN90
1414,RV3 BERGERØNNINGEN,SN9400
1777,RV3 EBRU,SN6690
1372,RV3 EVENSTAD,SN8135
1633,RV3 KOPPANG,SN8230
1758,RV3 KVIKNESKOGEN,SN66900
1749,RV3 LITJFOSSEN,SN66810
1205,RV3 RENA,SN6840
1340,RV3 STABEKKEN,SN12280
967,RV3 SVINGEN,SN6700
599,RV3 ØSTLUND,SN8800
525,RV36 FJÆREKILEN,SN30428
1526,RV36 SELJORD,SN32290
